,Date,HomeTeam,AwayTeam,RunsHome,RunsAway,Inn,Win,Loss,Save,Time,Attendance
89,"Thursday, Jul 8",ARI,COL,3.0,9.0,9.0,Gonzalez,Weems,None,3:23,7740.0
93,"Friday, Jul 16",ARI,CHC,1.0,5.0,9.0,Hendricks,Bumgarner,None,3:09,22046.0
94,"Saturday, Jul 17",ARI,CHC,2.0,4.0,9.0,Brothers,Soria,Kimbrel,3:15,20180.0
95,"Sunday, Jul 18",ARI,CHC,6.0,4.0,9.0,Kelly,Winkler,Soria,3:09,21457.0
96,"Monday, Jul 19",ARI,PIT,4.0,2.0,9.0,Smith,De Jong,Soria,3:25,9173.0
97,"Tuesday, Jul 20",ARI,PIT,11.0,6.0,9.0,Bukauskas,Davis,None,3:11,7283.0
98,"Wednesday, Jul 21",ARI,PIT,6.0,4.0,9.0,de Geus,Underwood,Soria,3:24,7863.0
104,"Friday, Jul 30",ARI,LAD,6.0,5.0,10.0,Peacock,Nelson,None,4:33,20780.0
105,"Saturday, Jul 31",ARI,LAD,3.0,8.0,9.0,Vesia,Kelly,None,3:33,23814.0
106,"Sunday, Aug 1",ARI,LAD,0.0,13.0,9.0,Urias,Smith,None,3:13,17195.0
107,"Monday, Aug 2",ARI,SFG,8.0,11.0,10.0,Garcia,Aguilar,None,4:04,8904.0
108,"Tuesday, Aug 3",ARI,SFG,3.0,1.0,9.0,Bumgarner,Cueto,Clippard,3:10,8809.0
109,"Wednesday, Aug 4",ARI,SFG,1.0,7.0,9.0,Gausman,Gallen,None,3:31,8091.0
110,"Thursday, Aug 5",ARI,SFG,4.0,5.0,10.0,Rogers,Gilbert,McGee,3:40,8773.0
116,"Thursday, Aug 12",ARI,SDP,12.0,3.0,9.0,Smith,Darvish,None,3:42,9086.0
117,"Friday, Aug 13",ARI,SDP,3.0,2.0,9.0,Clippard,Stammen,None,3:06,12866.0
118,"Saturday, Aug 14",ARI,SDP,7.0,0.0,9.0,Gilbert,Musgrove,None,2:31,16716.0
119,"Sunday, Aug 15",ARI,SDP,2.0,8.0,9.0,Knehr,Gallen,None,3:19,17722.0
120,"Tuesday, Aug 17",ARI,PHI,3.0,2.0,9.0,Aguilar,Gibson,Clippard,2:49,7796.0
121,"Wednesday, Aug 18",ARI,PHI,4.0,2.0,9.0,Castellanos,Suarez,Clippard,2:57,7968.0
122,"Thursday, Aug 19",ARI,PHI,6.0,2.0,9.0,Bumgarner,Wheeler,None,2:48,7165.0
133,"Monday, Aug 30",ARI,SDP,5.0,7.0,9.0,Stammen,Gilbert,Melancon,3:35,8482.0
134,"Tuesday, Aug 31",ARI,SDP,0.0,3.0,9.0,Snell,Gallen,Melancon,3:05,10818.0
135,"Wednesday, Sep 1",ARI,SDP,8.0,3.0,9.0,Weaver,Darvish,None,3:16,5945.0
136,"Friday, Sep 3",ARI,SEA,5.0,6.0,10.0,Sheffield,Clarke,Ramirez,3:31,12729.0
137,"Saturday, Sep 4",ARI,SEA,5.0,8.0,9.0,Gonzales,Smith,Castillo,3:10,18819.0
138,"Sunday, Sep 5",ARI,SEA,4.0,10.0,11.0,Ramirez,Clarke,None,3:49,14408.0
139,"Tuesday, Sep 7",ARI,TEX,1.0,3.0,9.0,Lyles,Gallen,None,2:47,8758.0
140,"Wednesday, Sep 8",ARI,TEX,5.0,8.0,9.0,Cotton,Weaver,Barlow,3:35,6354.0
150,"Monday, Sep 20",ARI,ATL,4.0,11.0,9.0,Webb,Mejia,None,3:29,9642.0
151,"Tuesday, Sep 21",ARI,ATL,1.0,6.0,9.0,Smyly,Weaver,None,3:07,8879.0
152,"Wednesday, Sep 22",ARI,ATL,2.0,9.0,9.0,Anderson,Kelly,None,3:00,10631.0
153,"Thursday, Sep 23",ARI,ATL,6.0,4.0,9.0,Poppen,Webb,Wendelken,2:56,6880.0
154,"Friday, Sep 24",ARI,LAD,2.0,4.0,9.0,Gonsolin,Castellanos,Jansen,2:59,19001.0
155,"Saturday, Sep 25",ARI,LAD,7.0,2.0,9.0,Gallen,Kershaw,None,3:07,28026.0
156,"Sunday, Sep 26",ARI,LAD,0.0,3.0,9.0,Urias,Mejia,Jansen,3:28,16648.0
160,"Friday, Oct 1",ARI,COL,,,,,,,,
161,"Saturday, Oct 2",ARI,COL,,,,,,,,
162,"Sunday, Oct 3",ARI,COL,,,,,,,,
7,"Friday, Apr 9",ATL,PHI,8.0,1.0,9.0,Morton,Wheeler,None,3:03,14342.0
8,"Saturday, Apr 10",ATL,PHI,5.0,4.0,9.0,Newcomb,Bradley,Smith,2:50,14394.0
9,"Sunday, Apr 11",ATL,PHI,6.0,7.0,9.0,Alvarado,Smith,Neris,3:03,14221.0
10,"Monday, Apr 12",ATL,MIA,3.0,5.0,10.0,Garcia,Webb,None,3:45,11830.0
11,"Tuesday, Apr 13",ATL,MIA,8.0,14.0,9.0,Curtiss,Fried,None,3:51,12036.0
12,"Wednesday, Apr 14",ATL,MIA,5.0,6.0,10.0,Curtiss,Matzek,Garcia,3:26,12480.0
13,"Thursday, Apr 15",ATL,MIA,7.0,6.0,9.0,Minter,Floro,None,3:24,11739.0
19,"Friday, Apr 23",ATL,ARI,5.0,4.0,9.0,Ynoa,Weaver,Smith,2:47,19258.0
20,"Sunday, Apr 25 (1)",ATL,ARI,0.0,5.0,7.0,Gallen,Wilson,None,2:10,
21,"Sunday, Apr 25 (2)",ATL,ARI,0.0,7.0,7.0,Bumgarner,Smyly,None,2:11,20693.0
22,"Monday, Apr 26",ATL,CHC,8.0,7.0,9.0,Morton,Workman,Smith,3:29,17956.0
23,"Tuesday, Apr 27",ATL,CHC,5.0,0.0,9.0,Anderson,Williams,None,2:46,17603.0
24,"Wednesday, Apr 28",ATL,CHC,10.0,0.0,9.0,Ynoa,Hendricks,None,2:56,18709.0
25,"Thursday, Apr 29",ATL,CHC,3.0,9.0,9.0,Alzolay,Wilson,None,3:15,19661.0
32,"Friday, May 7",ATL,PHI,2.0,12.0,9.0,Eflin,Morton,None,3:23,38952.0
33,"Saturday, May 8",ATL,PHI,8.0,7.0,12.0,Webb,De Los Santos,None,4:47,39852.0
34,"Sunday, May 9",ATL,PHI,6.0,1.0,9.0,Ynoa,Nola,None,2:44,28829.0
35,"Tuesday, May 11",ATL,TOR,3.0,5.0,9.0,Thornton,Minter,Romano,3:15,21688.0
36,"Wednesday, May 12",ATL,TOR,1.0,4.0,9.0,Ryu,Jackson,Cole,2:42,21171.0
37,"Thursday, May 13",ATL,TOR,4.0,8.0,9.0,Bergen,Smith,None,3:14,21653.0
41,"Monday, May 17",ATL,NYM,1.0,3.0,9.0,Reid-Foley,Fried,Diaz,3:14,22691.0
42,"Tuesday, May 18",ATL,NYM,3.0,4.0,9.0,Familia,Smith,Diaz,2:36,21667.0
43,"Wednesday, May 19",ATL,NYM,5.0,4.0,9.0,Smith,Barnes,None,2:50,22619.0
44,"Thursday, May 20",ATL,PIT,4.0,6.0,10.0,Rodriguez,Webb,None,3:43,21430.0
45,"Friday, May 21",ATL,PIT,20.0,1.0,9.0,Anderson,Anderson,None,3:09,37545.0
46,"Saturday, May 22",ATL,PIT,6.0,1.0,9.0,Wilson,Keller,None,2:51,40068.0
47,"Sunday, May 23",ATL,PIT,7.0,1.0,9.0,Fried,Brubaker,None,2:30,39874.0
51,"Monday, May 31",ATL,WSN,5.0,3.0,9.0,Morton,Ross,Smith,3:05,37668.0
52,"Tuesday, Jun 1",ATL,WSN,6.0,11.0,9.0,Voth,Fried,None,3:54,24083.0
53,"Wednesday, Jun 2",ATL,WSN,3.0,5.0,9.0,Hudson,Minter,Hand,3:24,32752.0
54,"Thursday, Jun 3",ATL,WSN,5.0,1.0,9.0,Tomlin,Corbin,None,2:47,25595.0
55,"Friday, Jun 4",ATL,LAD,5.0,9.0,9.0,Urias,Anderson,None,3:45,40514.0
56,"Saturday, Jun 5",ATL,LAD,6.0,4.0,9.0,Morton,Kershaw,Smith,3:16,41136.0
57,"Sunday, Jun 6",ATL,LAD,4.0,2.0,9.0,Fried,Bauer,Smith,3:21,39439.0
64,"Tuesday, Jun 15",ATL,BOS,8.0,10.0,9.0,Sawamura,Martin,Barnes,3:32,36638.0
65,"Wednesday, Jun 16",ATL,BOS,8.0,10.0,9.0,Rios,Greene,Ottavino,4:10,39847.0
66,"Thursday, Jun 17",ATL,STL,4.0,0.0,9.0,Morton,Gant,None,2:54,33412.0
67,"Friday, Jun 18",ATL,STL,9.0,1.0,9.0,Fried,Martinez,None,2:51,40377.0
68,"Sunday, Jun 20 (1)",ATL,STL,1.0,9.0,7.0,Wainwright,Wilson,None,2:16,33781.0
69,"Sunday, Jun 20 (2)",ATL,STL,1.0,0.0,7.0,Smyly,Kim,Smith,1:58,36977.0
78,"Tuesday, Jun 29",ATL,NYM,3.0,4.0,9.0,Smith,Minter,Diaz,3:15,29274.0
79,"Wednesday, Jun 30",ATL,NYM,20.0,2.0,9.0,Fried,Peterson,None,3:21,28405.0
80,"Thursday, Jul 1",ATL,NYM,4.0,3.0,9.0,Smith,Lugo,None,3:05,35777.0
81,"Friday, Jul 2",ATL,MIA,1.0,0.0,9.0,Smyly,Lopez,Smith,3:24,38203.0
82,"Saturday, Jul 3",ATL,MIA,2.0,3.0,9.0,Alcantara,Muller,Garcia,3:14,38526.0
83,"Sunday, Jul 4",ATL,MIA,8.0,7.0,10.0,Smith,Bass,None,4:08,34485.0
90,"Friday, Jul 16",ATL,TBR,6.0,7.0,10.0,Wisler,Chavez,Fairbanks,3:46,40485.0
91,"Saturday, Jul 17",ATL,TBR,9.0,0.0,9.0,Fried,Fleming,None,2:33,40868.0
92,"Sunday, Jul 18",ATL,TBR,5.0,7.0,9.0,Springs,Minter,Fairbanks,3:11,34544.0
93,"Tuesday, Jul 20",ATL,SDP,2.0,1.0,9.0,Toussaint,Darvish,Smith,2:50,36621.0
94,"Wednesday, Jul 21 (1)",ATL,SDP,2.0,3.0,7.0,Paddack,Muller,Melancon,2:36,
95,"Wednesday, Jul 21 (2)",ATL,SDP,5.0,6.0,7.0,Hudson,Smith,Melancon,3:17,28621.0
105,"Friday, Jul 30",ATL,MIL,5.0,9.0,9.0,Boxberger,Toussaint,None,3:37,38680.0
106,"Saturday, Jul 31",ATL,MIL,8.0,1.0,9.0,Chavez,Woodruff,None,3:27,39088.0
107,"Sunday, Aug 1",ATL,MIL,1.0,2.0,9.0,Anderson,Morton,Hader,2:38,33469.0
111,"Friday, Aug 6",ATL,WSN,8.0,4.0,9.0,Santana,Fedde,None,3:11,34454.0
112,"Saturday, Aug 7",ATL,WSN,2.0,3.0,9.0,Machado,Smith,Finnegan,3:01,38300.0
113,"Sunday, Aug 8",ATL,WSN,5.0,4.0,9.0,Fried,Corbin,Martin,2:42,29101.0
114,"Tuesday, Aug 10",ATL,CIN,3.0,2.0,9.0,Smyly,Hembree,Smith,3:02,24432.0
115,"Wednesday, Aug 11",ATL,CIN,8.0,6.0,11.0,Santana,Sims,None,3:58,23375.0
116,"Thursday, Aug 12",ATL,CIN,3.0,12.0,9.0,Gutiérrez,Muller,None,3:12,23995.0
126,"Monday, Aug 23",ATL,NYY,1.0,5.0,9.0,Montgomery,Ynoa,None,2:58,39176.0
127,"Tuesday, Aug 24",ATL,NYY,4.0,5.0,9.0,Holmes,Morton,Peralta,3:35,37426.0
128,"Friday, Aug 27",ATL,SFG,6.0,5.0,9.0,Minter,Watson,Smith,2:54,35586.0
129,"Saturday, Aug 28",ATL,SFG,0.0,5.0,9.0,Webb,Ynoa,None,2:53,39558.0
130,"Sunday, Aug 29",ATL,SFG,9.0,0.0,9.0,Anderson,DeSclafani,None,3:15,28820.0
138,"Tuesday, Sep 7",ATL,WSN,8.0,5.0,9.0,Jackson,Harper,Smith,3:14,20544.0
139,"Wednesday, Sep 8",ATL,WSN,2.0,4.0,9.0,Voth,Rodriguez,Finnegan,3:35,20074.0
140,"Thursday, Sep 9",ATL,WSN,7.0,6.0,10.0,Webb,Suero,None,3:47,23657.0
141,"Friday, Sep 10",ATL,MIA,6.0,2.0,9.0,Anderson,Rogers,None,3:24,33850.0
142,"Saturday, Sep 11",ATL,MIA,4.0,6.0,9.0,Bass,Rodriguez,Floro,3:23,35250.0
143,"Sunday, Sep 12",ATL,MIA,5.0,3.0,9.0,Webb,Bass,Smith,3:17,27847.0
144,"Tuesday, Sep 14",ATL,COL,4.0,5.0,9.0,Gray,Toussaint,Estevez,3:12,22579.0
145,"Wednesday, Sep 15",ATL,COL,2.0,3.0,10.0,Estevez,Minter,Stephenson,4:16,21382.0
156,"Tuesday, Sep 28",ATL,PHI,2.0,1.0,9.0,Morton,Wheeler,Smith,2:46,29238.0
157,"Wednesday, Sep 29",ATL,PHI,,,,,,,,
158,"Thursday, Sep 30",ATL,PHI,,,,,,,,
159,"Friday, Oct 1",ATL,NYM,,,,,,,,
160,"Saturday, Oct 2",ATL,NYM,,,,,,,,
161,"Sunday, Oct 3",ATL,NYM,,,,,,,,
1,"Thursday, Apr 1",CHC,PIT,3.0,5.0,9.0,Howard,Hendricks,Rodriguez,4:00,10343.0
2,"Saturday, Apr 3",CHC,PIT,5.0,1.0,9.0,Arrieta,Anderson,None,3:08,10343.0
3,"Sunday, Apr 4",CHC,PIT,4.0,3.0,9.0,Davies,Keller,Kimbrel,3:09,10343.0
4,"Monday, Apr 5",CHC,MIL,5.0,3.0,9.0,Williams,Anderson,Mills,2:49,10343.0
5,"Tuesday, Apr 6",CHC,MIL,0.0,4.0,9.0,Peralta,Alzolay,None,3:06,10343.0
6,"Wednesday, Apr 7",CHC,MIL,2.0,4.0,10.0,Hader,Workman,Boxberger,3:32,10343.0
13,"Friday, Apr 16",CHC,ATL,2.0,5.0,9.0,Tomlin,Davies,Smith,4:02,10343.0
14,"Saturday, Apr 17",CHC,ATL,13.0,4.0,9.0,Williams,Ynoa,None,3:23,10343.0
15,"Sunday, Apr 18",CHC,ATL,4.0,13.0,9.0,Wilson,Hendricks,None,3:26,10343.0
16,"Tuesday, Apr 20",CHC,NYM,3.0,1.0,9.0,Arrieta,Walker,Kimbrel,3:32,10137.0
17,"Wednesday, Apr 21",CHC,NYM,16.0,4.0,9.0,Mills,Peterson,None,3:27,10196.0
18,"Thursday, Apr 22",CHC,NYM,4.0,3.0,10.0,Winkler,Diaz,None,3:41,10343.0
19,"Friday, Apr 23",CHC,MIL,15.0,2.0,9.0,Hendricks,Anderson,None,3:06,10343.0
20,"Saturday, Apr 24",CHC,MIL,3.0,4.0,9.0,Suter,Chafin,Hader,3:32,10343.0
21,"Sunday, Apr 25",CHC,MIL,0.0,6.0,9.0,Woodruff,Arrieta,None,3:23,10343.0
29,"Tuesday, May 4 (1)",CHC,LAD,7.0,1.0,7.0,Hendricks,Kershaw,None,2:17,10295.0
30,"Tuesday, May 4 (2)",CHC,LAD,4.0,3.0,9.0,Steele,Cleavinger,None,3:46,10343.0
31,"Wednesday, May 5",CHC,LAD,6.0,5.0,11.0,Mills,Cleavinger,None,4:23,10343.0
32,"Friday, May 7",CHC,PIT,3.0,2.0,9.0,Davies,Cahill,Brothers,3:07,10343.0
33,"Saturday, May 8",CHC,PIT,3.0,2.0,9.0,Thompson,Howard,Kimbrel,3:13,10343.0
34,"Sunday, May 9",CHC,PIT,5.0,6.0,9.0,Anderson,Hendricks,Rodriguez,3:03,10343.0
40,"Monday, May 17",CHC,WSN,7.0,3.0,9.0,Alzolay,Lester,None,2:53,11144.0
41,"Tuesday, May 18",CHC,WSN,6.0,3.0,9.0,Thompson,Harris,Kimbrel,3:22,11142.0
42,"Wednesday, May 19",CHC,WSN,3.0,4.0,9.0,Scherzer,Arrieta,Hand,3:48,11145.0
43,"Thursday, May 20",CHC,WSN,5.0,2.0,9.0,Steele,Ross,Kimbrel,3:07,11143.0
50,"Friday, May 28",CHC,CIN,1.0,0.0,9.0,Alzolay,Gutiérrez,Kimbrel,2:57,18478.0
51,"Saturday, May 29",CHC,CIN,10.0,2.0,9.0,Thompson,Castillo,None,3:13,24275.0
52,"Sunday, May 30",CHC,CIN,1.0,5.0,9.0,Mahle,Arrieta,Antone,3:27,24824.0
53,"Monday, May 31",CHC,SDP,7.0,2.0,9.0,Stewart,Paddack,None,2:53,24824.0
54,"Tuesday, Jun 1",CHC,SDP,4.0,3.0,9.0,Hendricks,Weathers,Kimbrel,2:52,24824.0
55,"Wednesday, Jun 2",CHC,SDP,6.0,1.0,9.0,Alzolay,Johnson,None,3:16,22056.0
63,"Friday, Jun 11",CHC,STL,8.0,5.0,9.0,Nance,Cabrera,Kimbrel,3:04,35112.0
64,"Saturday, Jun 12",CHC,STL,7.0,2.0,9.0,Hendricks,Gant,Kimbrel,3:19,39095.0
65,"Sunday, Jun 13",CHC,STL,2.0,0.0,9.0,Davies,Martinez,Kimbrel,2:34,35225.0
70,"Friday, Jun 18",CHC,MIA,2.0,10.0,9.0,Curtiss,Davies,None,3:21,32505.0
71,"Saturday, Jun 19",CHC,MIA,1.0,11.0,9.0,Lopez,Arrieta,None,3:07,35846.0
72,"Sunday, Jun 20",CHC,MIA,2.0,0.0,9.0,Mills,Thompson,Kimbrel,2:52,37158.0
73,"Monday, Jun 21",CHC,CLE,0.0,4.0,9.0,Shaw,Alzolay,None,3:12,32934.0
74,"Tuesday, Jun 22",CHC,CLE,7.0,1.0,9.0,Hendricks,Morgan,None,2:51,35493.0
85,"Monday, Jul 5",CHC,PHI,3.0,13.0,9.0,Brogdon,Brothers,None,3:33,37165.0
86,"Tuesday, Jul 6",CHC,PHI,10.0,15.0,9.0,Nola,Arrieta,None,3:45,30095.0
87,"Wednesday, Jul 7",CHC,PHI,8.0,3.0,9.0,Mills,Wheeler,None,2:54,28860.0
88,"Thursday, Jul 8",CHC,PHI,0.0,8.0,9.0,Eflin,Alzolay,None,3:15,30727.0
89,"Friday, Jul 9",CHC,STL,10.0,5.0,9.0,Hendricks,LeBlanc,None,3:57,36192.0
90,"Saturday, Jul 10",CHC,STL,0.0,6.0,9.0,Kim,Davies,None,3:32,39368.0
98,"Friday, Jul 23",CHC,ARI,8.0,3.0,9.0,Davies,Gallen,Thompson,3:11,34059.0
99,"Saturday, Jul 24",CHC,ARI,3.0,7.0,9.0,Kelly,Chafin,None,3:15,37190.0
100,"Sunday, Jul 25",CHC,ARI,5.0,1.0,9.0,Williams,Smith,Kimbrel,3:13,32602.0
101,"Monday, Jul 26",CHC,CIN,6.0,5.0,9.0,Kimbrel,Hembree,None,4:00,29215.0
102,"Tuesday, Jul 27",CHC,CIN,4.0,7.0,9.0,Gutiérrez,Alzolay,None,3:12,28153.0
103,"Wednesday, Jul 28",CHC,CIN,2.0,8.0,9.0,Mahle,Davies,None,3:37,30134.0
104,"Thursday, Jul 29",CHC,CIN,4.0,7.0,9.0,Castillo,Mills,None,3:12,32793.0
111,"Friday, Aug 6",CHC,CHW,6.0,8.0,10.0,Hendriks,Rodriguez,None,4:27,39539.0
112,"Saturday, Aug 7",CHC,CHW,0.0,4.0,9.0,Rodon,Alzolay,None,3:10,40077.0
113,"Sunday, Aug 8",CHC,CHW,3.0,9.0,9.0,Cease,Davies,None,3:06,39412.0
114,"Tuesday, Aug 10 (1)",CHC,MIL,2.0,4.0,7.0,Peralta,Steele,Williams,2:38,29031.0
115,"Tuesday, Aug 10 (2)",CHC,MIL,3.0,6.0,7.0,Sanchez,Winkler,Suter,2:55,28674.0
116,"Wednesday, Aug 11",CHC,MIL,0.0,10.0,9.0,Burnes,Arrieta,None,2:58,29619.0
117,"Thursday, Aug 12",CHC,MIL,4.0,17.0,9.0,Strickland,Hendricks,None,4:00,32502.0
124,"Friday, Aug 20",CHC,KCR,2.0,6.0,9.0,Keller,Davies,None,2:55,31835.0
125,"Saturday, Aug 21",CHC,KCR,2.0,4.0,9.0,Bubic,Thompson,Barlow,3:02,34005.0
126,"Sunday, Aug 22",CHC,KCR,1.0,9.0,9.0,Hernandez,Mills,None,3:25,29640.0
127,"Monday, Aug 23",CHC,COL,6.0,4.0,9.0,Rodriguez,Bard,None,2:58,25577.0
128,"Wednesday, Aug 25 (1)",CHC,COL,5.0,2.0,7.0,Heuer,Gomber,Morgan,2:09,24161.0
129,"Wednesday, Aug 25 (2)",CHC,COL,10.0,13.0,10.0,Bowden,Jewell,None,4:18,24936.0
135,"Thursday, Sep 2",CHC,PIT,6.0,5.0,11.0,Heuer,Howard,None,3:55,26963.0
136,"Friday, Sep 3",CHC,PIT,6.0,5.0,9.0,Megill,Miller,Wick,3:02,24441.0
137,"Saturday, Sep 4",CHC,PIT,7.0,6.0,9.0,Effross,Stratton,None,3:42,30020.0
138,"Sunday, Sep 5",CHC,PIT,11.0,8.0,9.0,Alzolay,Howard,Wick,4:12,30155.0
139,"Monday, Sep 6",CHC,CIN,4.0,3.0,9.0,Effross,Lorenzen,Morgan,2:45,27289.0
140,"Tuesday, Sep 7",CHC,CIN,3.0,4.0,9.0,Miley,Sampson,Givens,2:49,24925.0
141,"Wednesday, Sep 8",CHC,CIN,4.0,1.0,10.0,Heuer,Brach,None,2:49,25861.0
142,"Friday, Sep 10",CHC,SFG,1.0,6.0,9.0,Doval,Megill,None,3:04,29439.0
143,"Saturday, Sep 11",CHC,SFG,4.0,15.0,9.0,Gausman,Davies,Baragar,3:47,34723.0
144,"Sunday, Sep 12",CHC,SFG,5.0,6.0,9.0,Webb,Steele,McGee,3:02,32021.0
151,"Tuesday, Sep 21",CHC,MIN,5.0,9.0,9.0,Barraclough,Mills,None,4:05,25594.0
152,"Wednesday, Sep 22",CHC,MIN,4.0,5.0,9.0,Ryan,Hendricks,Colome,3:02,24402.0
153,"Friday, Sep 24 (1)",CHC,STL,5.0,8.0,7.0,Reyes,Steele,Gallegos,2:39,29030.0
154,"Friday, Sep 24 (2)",CHC,STL,4.0,12.0,7.0,Hudson,Davies,None,2:41,35020.0
155,"Saturday, Sep 25",CHC,STL,5.0,8.0,9.0,Kim,Heuer,None,3:18,32918.0
156,"Sunday, Sep 26",CHC,STL,2.0,4.0,9.0,Cabrera,Heuer,Gallegos,3:36,26547.0
1,"Thursday, Apr 1",CIN,STL,6.0,11.0,9.0,Gallegos,Castillo,None,3:31,12264.0
2,"Saturday, Apr 3",CIN,STL,9.0,6.0,9.0,Mahle,Wainwright,None,3:24,12213.0
3,"Sunday, Apr 4",CIN,STL,12.0,1.0,9.0,Hoffman,Martinez,None,3:00,11629.0
4,"Monday, Apr 5",CIN,PIT,5.0,3.0,9.0,Doolittle,Howard,Garrett,3:18,9097.0
5,"Tuesday, Apr 6",CIN,PIT,14.0,1.0,9.0,Miley,Cahill,None,2:35,11093.0
6,"Wednesday, Apr 7",CIN,PIT,11.0,4.0,9.0,Castillo,Kuhl,None,2:35,11463.0
13,"Friday, Apr 16",CIN,CLE,10.0,3.0,9.0,Hoffman,Allen,None,3:11,12497.0
14,"Saturday, Apr 17",CIN,CLE,3.0,2.0,10.0,Doolittle,Perez,None,3:25,12598.0
15,"Sunday, Apr 18",CIN,CLE,3.0,6.0,9.0,Bieber,Miley,Clase,2:42,12551.0
16,"Tuesday, Apr 20",CIN,ARI,4.0,5.0,9.0,Bukauskas,Garrett,Crichton,3:54,8085.0
17,"Wednesday, Apr 21",CIN,ARI,5.0,8.0,10.0,Clarke,Pérez,None,3:40,8025.0
18,"Thursday, Apr 22",CIN,ARI,11.0,14.0,10.0,Smith,Sims,None,4:26,7549.0
25,"Friday, Apr 30",CIN,CHC,8.0,6.0,9.0,Miley,Arrieta,Antone,3:21,16090.0
26,"Saturday, May 1",CIN,CHC,2.0,3.0,9.0,Brothers,Castillo,Kimbrel,3:17,17077.0
27,"Sunday, May 2",CIN,CHC,13.0,12.0,10.0,Hendrix,Kimbrel,None,3:57,16755.0
28,"Tuesday, May 4",CIN,CHW,0.0,9.0,9.0,Cease,Hoffman,None,3:17,10209.0
29,"Wednesday, May 5",CIN,CHW,1.0,0.0,10.0,Sims,Hendriks,None,3:10,10247.0
39,"Monday, May 17",CIN,SFG,3.0,6.0,9.0,Webb,Gray,Rogers,3:02,11004.0
40,"Tuesday, May 18",CIN,SFG,2.0,4.0,9.0,DeSclafani,Castillo,McGee,2:52,8745.0
41,"Wednesday, May 19",CIN,SFG,0.0,4.0,9.0,Gausman,Miley,None,3:07,10326.0
42,"Thursday, May 20",CIN,SFG,4.0,19.0,9.0,Cueto,Mahle,None,3:47,11656.0
43,"Friday, May 21",CIN,MIL,9.0,4.0,9.0,Hoffman,Houser,None,3:29,17234.0
44,"Saturday, May 22",CIN,MIL,3.0,4.0,9.0,Suter,Hembree,Hader,3:07,17611.0
45,"Sunday, May 23",CIN,MIL,4.0,9.0,9.0,Boxberger,Castillo,None,3:30,16171.0
52,"Monday, May 31",CIN,PHI,11.0,1.0,9.0,Miley,Velasquez,None,2:53,17878.0
53,"Tuesday, Jun 1",CIN,PHI,3.0,17.0,9.0,Nola,Gray,None,3:36,10788.0
58,"Tuesday, Jun 8",CIN,MIL,1.0,5.0,9.0,Houser,Hendrix,None,3:39,11897.0
59,"Wednesday, Jun 9",CIN,MIL,7.0,3.0,9.0,Gutiérrez,Anderson,None,3:17,11862.0
60,"Thursday, Jun 10",CIN,MIL,2.0,7.0,9.0,Suter,Castillo,None,3:16,12423.0
61,"Friday, Jun 11",CIN,COL,11.0,5.0,9.0,Mahle,Freeland,None,3:09,20505.0
62,"Saturday, Jun 12",CIN,COL,10.0,3.0,9.0,Miley,Marquez,None,3:02,23765.0
63,"Sunday, Jun 13",CIN,COL,6.0,2.0,9.0,Hendrix,Senzatela,None,3:11,18268.0
73,"Thursday, Jun 24",CIN,ATL,5.0,3.0,9.0,Santillan,Chavez,Brach,3:12,23941.0
74,"Friday, Jun 25",CIN,ATL,2.0,3.0,9.0,Smyly,Gutiérrez,Smith,3:03,30231.0
75,"Saturday, Jun 26",CIN,ATL,4.0,1.0,9.0,Castillo,Anderson,Garrett,2:35,34671.0
76,"Sunday, Jun 27",CIN,ATL,0.0,4.0,9.0,Muller,Mahle,None,3:15,21696.0
77,"Monday, Jun 28",CIN,PHI,12.0,4.0,9.0,Hembree,Feliz,None,3:18,21006.0
78,"Tuesday, Jun 29",CIN,SDP,4.0,5.0,9.0,Pagan,Santillan,Melancon,3:50,16332.0
79,"Wednesday, Jun 30",CIN,SDP,5.0,7.0,6.0,Musgrove,Gutiérrez,Hill,2:03,12084.0
80,"Thursday, Jul 1",CIN,SDP,5.0,4.0,9.0,Warren,Melancon,None,3:52,16620.0
81,"Friday, Jul 2",CIN,CHC,2.0,1.0,9.0,Osich,Mills,Hembree,3:12,40854.0
82,"Saturday, Jul 3",CIN,CHC,3.0,2.0,9.0,Hendrix,Alzolay,Hembree,2:58,36815.0
83,"Sunday, Jul 4",CIN,CHC,3.0,2.0,9.0,Warren,Winkler,Garrett,2:59,29340.0
91,"Friday, Jul 16",CIN,MIL,6.0,11.0,9.0,Suter,Garrett,None,3:29,34844.0
92,"Saturday, Jul 17",CIN,MIL,4.0,7.0,11.0,Gustave,Doolittle,None,4:37,37204.0
93,"Sunday, Jul 18",CIN,MIL,0.0,8.0,9.0,Burnes,Gray,None,3:21,29001.0
94,"Monday, Jul 19",CIN,NYM,11.0,15.0,11.0,Banda,Garcia,May,4:45,17080.0
95,"Tuesday, Jul 20",CIN,NYM,4.0,3.0,9.0,Miley,Nogosek,Garrett,3:13,19096.0
96,"Wednesday, Jul 21",CIN,NYM,0.0,7.0,9.0,Stroman,Hoffman,None,2:59,19896.0
97,"Friday, Jul 23",CIN,STL,6.0,5.0,9.0,Brach,Gallegos,Hembree,3:43,30605.0
98,"Saturday, Jul 24",CIN,STL,5.0,3.0,9.0,Castillo,Woodford,Hembree,2:55,33489.0
99,"Sunday, Jul 25",CIN,STL,6.0,10.0,9.0,Helsley,Gray,None,4:04,21947.0
