,Date,HomeTeam,AwayTeam,RunsHome,RunsAway,Inn,Win,Loss,Save,Time,Attendance
82,"Saturday, Jul 3",LAA,BAL,4.0,1.0,9.0,Cobb,Lopez,Iglesias,2:52,28160.0
83,"Sunday, Jul 4",LAA,BAL,6.0,5.0,9.0,Iglesias,Sulser,None,3:04,18955.0
84,"Monday, Jul 5",LAA,BOS,4.0,5.0,9.0,Perez,Suarez,Ottavino,3:46,38201.0
85,"Tuesday, Jul 6",LAA,BOS,5.0,3.0,9.0,Ohtani,Eovaldi,Iglesias,2:54,28689.0
86,"Wednesday, Jul 7",LAA,BOS,5.0,4.0,9.0,Heaney,Rodriguez,Iglesias,2:55,20001.0
90,"Friday, Jul 16",LAA,SEA,5.0,6.0,9.0,Flexen,Heaney,Sewald,3:07,40880.0
91,"Saturday, Jul 17",LAA,SEA,9.0,4.0,9.0,Cobb,Kikuchi,None,3:20,28927.0
92,"Sunday, Jul 18",LAA,SEA,4.0,7.0,9.0,Gilbert,Sandoval,None,3:20,23434.0
99,"Monday, Jul 26",LAA,COL,6.0,2.0,9.0,Ohtani,Marquez,None,3:16,22751.0
100,"Tuesday, Jul 27",LAA,COL,3.0,12.0,9.0,Gomber,Suarez,None,3:53,16115.0
101,"Wednesday, Jul 28",LAA,COL,8.0,7.0,9.0,Iglesias,Estevez,None,3:38,16365.0
102,"Thursday, Jul 29",LAA,OAK,0.0,4.0,9.0,Montas,Bundy,None,3:14,18631.0
103,"Friday, Jul 30",LAA,OAK,0.0,2.0,9.0,Bassitt,Sandoval,Trivino,3:18,28861.0
104,"Saturday, Jul 31",LAA,OAK,1.0,0.0,9.0,Barria,Irvin,Iglesias,2:43,23207.0
105,"Sunday, Aug 1",LAA,OAK,3.0,8.0,9.0,Jefferies,Detmers,None,3:08,21597.0
113,"Tuesday, Aug 10 (1)",LAA,TOR,6.0,3.0,7.0,Guerra,Matz,Iglesias,2:43,3656.0
114,"Tuesday, Aug 10 (2)",LAA,TOR,0.0,4.0,7.0,Richards,Suarez,None,2:23,14443.0
115,"Wednesday, Aug 11",LAA,TOR,2.0,10.0,9.0,Manoah,Bundy,None,3:03,22620.0
116,"Thursday, Aug 12",LAA,TOR,6.0,3.0,9.0,Ohtani,Berrios,None,3:08,19590.0
117,"Friday, Aug 13",LAA,HOU,1.0,4.0,9.0,Greinke,Sandoval,Pressly,2:51,23981.0
118,"Saturday, Aug 14",LAA,HOU,2.0,8.0,9.0,Garcia,Barria,None,3:35,27121.0
119,"Sunday, Aug 15",LAA,HOU,3.0,1.0,9.0,Detmers,McCullers,Iglesias,3:02,19281.0
130,"Friday, Aug 27",LAA,SDP,0.0,5.0,9.0,Musgrove,Criswell,None,2:42,25376.0
131,"Saturday, Aug 28",LAA,SDP,10.0,2.0,9.0,Wantz,Weathers,None,3:35,36176.0
132,"Monday, Aug 30",LAA,NYY,8.0,7.0,9.0,Guerra,Peralta,Iglesias,3:10,29436.0
133,"Tuesday, Aug 31",LAA,NYY,6.0,4.0,9.0,Herget,Taillon,Iglesias,3:12,34813.0
134,"Wednesday, Sep 1",LAA,NYY,1.0,4.0,9.0,Cole,Naughton,Chapman,2:50,28753.0
135,"Friday, Sep 3",LAA,TEX,3.0,2.0,9.0,Ohtani,Santana,Iglesias,3:22,19074.0
136,"Saturday, Sep 4",LAA,TEX,4.0,1.0,9.0,Suarez,Allard,None,2:21,22697.0
137,"Sunday, Sep 5",LAA,TEX,3.0,7.0,9.0,Hearn,Junk,None,3:15,18492.0
138,"Monday, Sep 6",LAA,TEX,0.0,4.0,9.0,Alexy,Barria,None,2:37,16241.0
147,"Friday, Sep 17",LAA,OAK,4.0,5.0,9.0,Irvin,Marte,Romo,3:19,18918.0
148,"Saturday, Sep 18",LAA,OAK,1.0,3.0,9.0,Kaprielian,Suarez,Chafin,3:06,27150.0
149,"Sunday, Sep 19",LAA,OAK,2.0,3.0,10.0,Trivino,Iglesias,None,3:21,22456.0
150,"Monday, Sep 20",LAA,HOU,0.0,10.0,9.0,Valdez,Barria,None,3:12,16070.0
151,"Tuesday, Sep 21",LAA,HOU,5.0,10.0,9.0,Urquidy,Naughton,None,3:08,18332.0
152,"Wednesday, Sep 22",LAA,HOU,5.0,9.0,12.0,Garcia,Selman,None,4:18,14863.0
153,"Thursday, Sep 23",LAA,HOU,3.0,2.0,9.0,Warren,McCullers,Iglesias,3:18,19829.0
154,"Friday, Sep 24",LAA,SEA,5.0,6.0,9.0,Smith,Herget,Sewald,3:40,18551.0
155,"Saturday, Sep 25",LAA,SEA,14.0,1.0,9.0,Diaz,Anderson,None,3:07,30221.0
156,"Sunday, Sep 26",LAA,SEA,1.0,5.0,9.0,Gonzales,Quijada,None,3:09,22057.0
7,"Thursday, Apr 8",MIN,SEA,10.0,2.0,9.0,Berrios,Gonzales,None,3:27,9675.0
8,"Saturday, Apr 10",MIN,SEA,3.0,4.0,10.0,Graveman,Rogers,Middleton,3:14,9817.0
9,"Sunday, Apr 11",MIN,SEA,6.0,8.0,9.0,Steckenrider,Colome,Montero,3:28,9792.0
10,"Tuesday, Apr 13",MIN,BOS,2.0,4.0,9.0,Ottavino,Dobnak,Barnes,3:17,6724.0
11,"Wednesday, Apr 14 (1)",MIN,BOS,2.0,3.0,7.0,Eovaldi,Maeda,Barnes,2:40,
12,"Wednesday, Apr 14 (2)",MIN,BOS,1.0,7.0,7.0,Rodriguez,Berrios,None,2:31,7074.0
13,"Thursday, Apr 15",MIN,BOS,4.0,3.0,9.0,Colome,Ottavino,None,3:25,7925.0
18,"Friday, Apr 23",MIN,PIT,2.0,0.0,9.0,Happ,Brubaker,Rogers,2:17,9541.0
19,"Saturday, Apr 24",MIN,PIT,2.0,6.0,9.0,Cahill,Pineda,None,2:43,9718.0
20,"Sunday, Apr 25",MIN,PIT,2.0,6.0,9.0,Holmes,Shoemaker,None,3:31,9396.0
24,"Friday, Apr 30",MIN,KCR,9.0,1.0,9.0,Pineda,Singer,None,3:09,9982.0
25,"Saturday, May 1",MIN,KCR,3.0,11.0,9.0,Duffy,Shoemaker,None,2:59,9993.0
26,"Sunday, May 2",MIN,KCR,13.0,4.0,9.0,Berrios,Keller,None,3:02,9997.0
27,"Monday, May 3",MIN,TEX,6.0,5.0,9.0,Maeda,Dunning,Rogers,3:05,8071.0
28,"Tuesday, May 4",MIN,TEX,3.0,6.0,10.0,Rodriguez,Waddell,Kennedy,3:24,8022.0
29,"Wednesday, May 5",MIN,TEX,1.0,3.0,9.0,King,Thorpe,Kennedy,3:04,7853.0
30,"Thursday, May 6",MIN,TEX,3.0,4.0,10.0,Hearn,Duffey,Sborz,3:25,8760.0
36,"Friday, May 14",MIN,OAK,1.0,6.0,9.0,Montas,Shoemaker,None,3:00,9778.0
37,"Saturday, May 15",MIN,OAK,5.0,4.0,9.0,Colome,Diekman,Robles,2:51,12212.0
38,"Sunday, May 16",MIN,OAK,6.0,7.0,9.0,Trivino,Rogers,None,3:33,10270.0
39,"Monday, May 17",MIN,CHW,4.0,16.0,9.0,Keuchel,Happ,None,3:11,8431.0
40,"Tuesday, May 18",MIN,CHW,5.0,4.0,9.0,Rogers,Bummer,None,3:48,9504.0
41,"Wednesday, May 19",MIN,CHW,1.0,2.0,9.0,Giolito,Shoemaker,Hendriks,2:35,8608.0
47,"Monday, May 24",MIN,BAL,8.0,3.0,9.0,Alcala,Scott,None,3:09,8530.0
48,"Tuesday, May 25",MIN,BAL,7.0,4.0,9.0,Berrios,Kremer,Rogers,3:23,9969.0
49,"Wednesday, May 26",MIN,BAL,3.0,2.0,9.0,Pineda,Lopez,Robles,2:39,10574.0
50,"Friday, May 28",MIN,KCR,3.0,8.0,9.0,Bubic,Dobnak,None,3:12,14260.0
51,"Saturday, May 29",MIN,KCR,6.0,5.0,9.0,Happ,Santana,Rogers,3:04,18444.0
52,"Sunday, May 30",MIN,KCR,3.0,6.0,9.0,Keller,Shoemaker,Holland,3:19,17923.0
60,"Tuesday, Jun 8",MIN,NYY,4.0,8.0,9.0,Loaisiga,Rogers,None,3:32,17949.0
61,"Wednesday, Jun 9",MIN,NYY,6.0,9.0,9.0,Cole,Dobnak,None,3:08,17078.0
62,"Thursday, Jun 10",MIN,NYY,7.0,5.0,9.0,Robles,Chapman,None,3:31,17728.0
63,"Friday, Jun 11",MIN,HOU,4.0,6.0,9.0,Stanek,Shoemaker,Pressly,2:58,17223.0
64,"Saturday, Jun 12",MIN,HOU,5.0,2.0,9.0,Berrios,Garcia,Rogers,3:20,18767.0
65,"Sunday, Jun 13",MIN,HOU,3.0,14.0,9.0,Valdez,Pineda,None,3:11,19147.0
72,"Monday, Jun 21",MIN,CIN,7.0,5.0,12.0,Shoemaker,Hembree,None,5:14,17530.0
73,"Tuesday, Jun 22",MIN,CIN,7.0,10.0,9.0,Antone,Robles,Garrett,3:29,19187.0
74,"Thursday, Jun 24",MIN,CLE,1.0,4.0,9.0,Parker,Alcala,Karinchak,2:58,18812.0
75,"Friday, Jun 25",MIN,CLE,8.0,7.0,9.0,Jax,Wittgren,Robles,2:46,16892.0
76,"Sunday, Jun 27",MIN,CLE,8.0,2.0,9.0,Happ,Hentges,None,2:58,20215.0
83,"Monday, Jul 5",MIN,CHW,8.0,5.0,9.0,Ober,Cease,Robles,3:38,20321.0
84,"Tuesday, Jul 6",MIN,CHW,1.0,4.0,9.0,Rodon,Berrios,Hendriks,2:57,18437.0
85,"Wednesday, Jul 7",MIN,CHW,1.0,6.0,9.0,Lynn,Pineda,None,3:09,19664.0
86,"Thursday, Jul 8",MIN,DET,5.0,3.0,9.0,Happ,Skubal,Rogers,2:23,18192.0
87,"Friday, Jul 9",MIN,DET,4.0,2.0,9.0,Alcala,Manning,Robles,2:57,21725.0
88,"Saturday, Jul 10",MIN,DET,9.0,4.0,9.0,Coulombe,Jimenez,None,3:26,21030.0
89,"Sunday, Jul 11",MIN,DET,12.0,9.0,10.0,Duffey,Holland,None,4:09,20744.0
97,"Thursday, Jul 22",MIN,LAA,2.0,3.0,9.0,Heaney,Maeda,Iglesias,2:38,23337.0
98,"Friday, Jul 23",MIN,LAA,5.0,4.0,9.0,Minaya,Iglesias,Rogers,3:07,21384.0
99,"Saturday, Jul 24",MIN,LAA,1.0,2.0,9.0,Sandoval,Berrios,Iglesias,2:34,22240.0
100,"Sunday, Jul 25",MIN,LAA,2.0,6.0,9.0,Barria,Coulombe,None,2:42,23158.0
101,"Monday, Jul 26",MIN,DET,6.0,5.0,10.0,Thielbar,Soto,None,3:46,17713.0
102,"Tuesday, Jul 27",MIN,DET,5.0,6.0,11.0,Cisnero,Alcala,Norris,3:52,17643.0
103,"Wednesday, Jul 28",MIN,DET,14.0,17.0,9.0,Holland,Happ,None,4:03,17817.0
113,"Monday, Aug 9",MIN,CHW,1.0,11.0,9.0,Giolito,Burrows,None,2:48,17858.0
114,"Tuesday, Aug 10",MIN,CHW,4.0,3.0,9.0,Jax,Keuchel,Colome,2:43,18302.0
115,"Wednesday, Aug 11",MIN,CHW,1.0,0.0,9.0,Thielbar,Ruiz,Colome,2:48,22370.0
116,"Friday, Aug 13",MIN,TBR,4.0,10.0,9.0,McClanahan,Pineda,Phillips,3:14,23125.0
117,"Saturday, Aug 14",MIN,TBR,12.0,0.0,9.0,Maeda,Wacha,None,2:51,21034.0
118,"Sunday, Aug 15",MIN,TBR,5.0,4.0,9.0,Colome,Wisler,None,3:21,22467.0
119,"Monday, Aug 16",MIN,CLE,5.0,4.0,10.0,Thielbar,Wittgren,None,3:43,15622.0
120,"Tuesday, Aug 17",MIN,CLE,1.0,3.0,9.0,Morgan,Ober,Clase,3:01,19605.0
121,"Wednesday, Aug 18",MIN,CLE,8.0,7.0,11.0,Coulombe,Garza,None,4:16,19949.0
128,"Friday, Aug 27",MIN,MIL,2.0,0.0,9.0,Albers,Lauer,Colome,3:22,20280.0
129,"Saturday, Aug 28",MIN,MIL,6.0,4.0,9.0,Thielbar,Houser,Colome,2:47,29342.0
130,"Sunday, Aug 29",MIN,MIL,2.0,6.0,9.0,Ashby,Jax,None,2:52,26186.0
132,"Tuesday, Aug 31",MIN,CHC,1.0,3.0,9.0,Rodriguez,Gant,Wick,3:34,22224.0
133,"Wednesday, Sep 1",MIN,CHC,0.0,3.0,9.0,Steele,Ryan,Alzolay,2:28,21784.0
141,"Friday, Sep 10",MIN,KCR,4.0,6.0,11.0,Santana,Minaya,Holland,3:37,20803.0
142,"Saturday, Sep 11",MIN,KCR,9.0,2.0,9.0,Pineda,Singer,None,3:13,19532.0
143,"Sunday, Sep 12",MIN,KCR,3.0,5.0,9.0,Brentz,Alcala,Barlow,3:31,19496.0
145,"Tuesday, Sep 14 (1)",MIN,CLE,1.0,3.0,7.0,McKenzie,Coulombe,Clase,2:06,15319.0
146,"Tuesday, Sep 14 (2)",MIN,CLE,6.0,3.0,7.0,Barraclough,Allen,Colome,2:17,18905.0
147,"Wednesday, Sep 15",MIN,CLE,3.0,12.0,9.0,Quantrill,Jax,None,2:49,14222.0
153,"Thursday, Sep 23",MIN,TOR,7.0,2.0,9.0,Pineda,Hatch,Garza,3:34,15509.0
154,"Friday, Sep 24",MIN,TOR,3.0,1.0,9.0,Ober,Berrios,Colome,2:38,18861.0
155,"Saturday, Sep 25",MIN,TOR,1.0,6.0,9.0,Ray,Gant,None,3:18,27183.0
156,"Sunday, Sep 26",MIN,TOR,2.0,5.0,9.0,Manoah,Jax,Romano,3:27,20676.0
157,"Tuesday, Sep 28",MIN,DET,3.0,2.0,9.0,Thielbar,Alexander,Colome,3:03,16329.0
158,"Wednesday, Sep 29",MIN,DET,,,,,,,,
159,"Thursday, Sep 30",MIN,DET,,,,,,,,
1,"Thursday, Apr 1",NYY,TOR,2.0,3.0,10.0,Romano,Nelson,Merryweather,3:44,10850.0
2,"Saturday, Apr 3",NYY,TOR,5.0,3.0,9.0,Loaisiga,Stripling,Green,3:38,10107.0
3,"Sunday, Apr 4",NYY,TOR,1.0,3.0,9.0,Borucki,German,Merryweather,2:41,10066.0
4,"Monday, Apr 5",NYY,BAL,7.0,0.0,9.0,Montgomery,Lopez,None,2:58,9008.0
5,"Tuesday, Apr 6",NYY,BAL,7.0,2.0,9.0,Cole,Kremer,None,2:58,9404.0
6,"Wednesday, Apr 7",NYY,BAL,3.0,4.0,11.0,Valdez,Green,Fry,3:54,10254.0
13,"Friday, Apr 16",NYY,TBR,2.0,8.0,9.0,Wacha,Nelson,None,3:22,10202.0
14,"Saturday, Apr 17",NYY,TBR,3.0,6.0,9.0,Glasnow,Montgomery,Castillo,3:28,10583.0
15,"Sunday, Apr 18",NYY,TBR,2.0,4.0,9.0,Yarbrough,Cole,Springs,2:56,10606.0
16,"Tuesday, Apr 20",NYY,ATL,3.0,1.0,9.0,Loaisiga,Matzek,Chapman,3:06,10017.0
17,"Wednesday, Apr 21",NYY,ATL,1.0,4.0,9.0,Anderson,Kluber,None,3:16,9634.0
26,"Friday, Apr 30",NYY,DET,10.0,0.0,9.0,Cole,Skubal,None,3:03,9523.0
27,"Saturday, May 1",NYY,DET,6.0,4.0,9.0,Taillon,Turnbull,Chapman,3:25,10015.0
28,"Sunday, May 2",NYY,DET,2.0,0.0,9.0,Kluber,Urena,Chapman,2:14,10021.0
29,"Tuesday, May 4",NYY,HOU,7.0,3.0,9.0,Luetge,Bielak,None,3:27,10850.0
30,"Wednesday, May 5",NYY,HOU,6.0,3.0,9.0,Loaisiga,Raley,Chapman,3:35,9895.0
31,"Thursday, May 6",NYY,HOU,4.0,7.0,9.0,Scrubb,Green,Pressly,3:14,10042.0
32,"Friday, May 7",NYY,WSN,4.0,11.0,9.0,Finnegan,Loaisiga,None,3:01,10010.0
33,"Saturday, May 8",NYY,WSN,4.0,3.0,11.0,Wilson,Rainey,None,3:50,10850.0
34,"Sunday, May 9",NYY,WSN,3.0,2.0,9.0,Chapman,Hand,None,3:04,10092.0
45,"Friday, May 21",NYY,CHW,2.0,1.0,9.0,Chapman,Marshall,None,2:53,14011.0
46,"Saturday, May 22",NYY,CHW,7.0,0.0,9.0,Cole,Cease,None,3:06,14665.0
47,"Sunday, May 23",NYY,CHW,5.0,4.0,9.0,Chapman,Bummer,None,3:37,14007.0
48,"Tuesday, May 25",NYY,TOR,2.0,6.0,9.0,Matz,Kluber,None,3:02,12025.0
49,"Thursday, May 27 (1)",NYY,TOR,0.0,2.0,7.0,Manoah,German,Romano,2:11,
50,"Thursday, May 27 (2)",NYY,TOR,5.0,3.0,7.0,Loaisiga,Ray,Green,2:16,14056.0
54,"Monday, May 31",NYY,TBR,1.0,3.0,9.0,Hill,Taillon,Feyereisen,2:43,17008.0
55,"Tuesday, Jun 1",NYY,TBR,5.0,3.0,11.0,Cessa,Kittredge,None,3:45,12537.0
56,"Wednesday, Jun 2",NYY,TBR,4.0,3.0,9.0,Montgomery,McClanahan,Chapman,3:38,13824.0
57,"Thursday, Jun 3",NYY,TBR,2.0,9.0,9.0,Yarbrough,Cole,None,2:58,12614.0
58,"Friday, Jun 4",NYY,BOS,2.0,5.0,9.0,Eovaldi,King,Barnes,2:49,18040.0
59,"Saturday, Jun 5",NYY,BOS,3.0,7.0,9.0,Whitlock,Green,Barnes,3:14,20019.0
60,"Sunday, Jun 6",NYY,BOS,5.0,6.0,10.0,Barnes,Cessa,Valdez,3:49,19103.0
69,"Friday, Jun 18",NYY,OAK,3.0,5.0,9.0,Kaprielian,Peralta,Trivino,3:03,24037.0
70,"Saturday, Jun 19",NYY,OAK,7.0,5.0,9.0,Green,Luzardo,Chapman,3:14,23985.0
71,"Sunday, Jun 20",NYY,OAK,2.0,1.0,9.0,Loaisiga,Manaea,Chapman,3:01,27807.0
72,"Tuesday, Jun 22",NYY,KCR,5.0,6.0,9.0,Brentz,Loaisiga,Holland,3:38,21130.0
73,"Wednesday, Jun 23",NYY,KCR,6.0,5.0,9.0,Chapman,Holland,None,3:40,25032.0
74,"Thursday, Jun 24",NYY,KCR,8.0,1.0,9.0,Taillon,Keller,None,3:03,21350.0
78,"Monday, Jun 28",NYY,LAA,3.0,5.0,9.0,Suarez,King,Iglesias,3:06,25054.0
79,"Tuesday, Jun 29",NYY,LAA,11.0,5.0,9.0,Taillon,Heaney,None,3:31,23152.0
80,"Wednesday, Jun 30",NYY,LAA,8.0,11.0,9.0,Mayers,Luetge,Iglesias,3:44,30714.0
81,"Saturday, Jul 3",NYY,NYM,3.0,8.0,9.0,Walker,Montgomery,None,3:40,40047.0
82,"Sunday, Jul 4 (1)",NYY,NYM,5.0,10.0,7.0,Familia,Chapman,None,3:16,42714.0
83,"Sunday, Jul 4 (2)",NYY,NYM,4.0,2.0,7.0,Green,Oswalt,None,2:14,42107.0
90,"Friday, Jul 16",NYY,BOS,0.0,4.0,9.0,Rodriguez,Montgomery,Houck,3:03,40130.0
91,"Saturday, Jul 17",NYY,BOS,3.0,1.0,6.0,Cole,Sawamura,None,2:43,37095.0
92,"Sunday, Jul 18",NYY,BOS,9.0,1.0,9.0,Taillon,Perez,None,3:44,40309.0
93,"Tuesday, Jul 20",NYY,PHI,6.0,4.0,9.0,Cessa,Nola,Chapman,3:46,36106.0
94,"Wednesday, Jul 21",NYY,PHI,6.0,5.0,10.0,Kriske,Suarez,None,4:17,34112.0
105,"Monday, Aug 2",NYY,BAL,1.0,7.0,9.0,Lopez,Heaney,None,3:12,28879.0
106,"Tuesday, Aug 3",NYY,BAL,13.0,1.0,9.0,Gil,Wells,None,3:04,30815.0
107,"Wednesday, Aug 4",NYY,BAL,10.0,3.0,9.0,Loaisiga,Sulser,None,2:56,30055.0
108,"Thursday, Aug 5",NYY,SEA,5.0,3.0,9.0,Green,Sewald,Chapman,3:13,33211.0
109,"Friday, Aug 6",NYY,SEA,3.0,2.0,11.0,Abreu,Middleton,None,4:16,43180.0
110,"Saturday, Aug 7",NYY,SEA,5.0,4.0,9.0,Heaney,Misiewicz,Loaisiga,3:11,35165.0
111,"Sunday, Aug 8",NYY,SEA,0.0,2.0,9.0,Sewald,Luetge,Steckenrider,3:48,35437.0
118,"Monday, Aug 16",NYY,LAA,2.0,1.0,9.0,Cole,Suarez,Green,2:49,37010.0
119,"Tuesday, Aug 17 (1)",NYY,BOS,5.0,3.0,7.0,Abreu,Whitlock,Loaisiga,2:56,39078.0
120,"Tuesday, Aug 17 (2)",NYY,BOS,2.0,0.0,7.0,Peralta,Eovaldi,Green,2:31,35237.0
121,"Wednesday, Aug 18",NYY,BOS,5.0,2.0,9.0,Heaney,Pivetta,Luetge,3:41,39166.0
122,"Thursday, Aug 19",NYY,MIN,7.0,5.0,9.0,Taillon,Gant,Green,2:54,30019.0
123,"Friday, Aug 20",NYY,MIN,10.0,2.0,9.0,Cortes,Barnes,None,3:02,39124.0
124,"Saturday, Aug 21",NYY,MIN,7.0,1.0,9.0,Cole,Maeda,None,3:04,35247.0
134,"Friday, Sep 3",NYY,BAL,4.0,3.0,11.0,Holmes,Tate,None,3:48,34085.0
135,"Saturday, Sep 4",NYY,BAL,3.0,4.0,9.0,Sulser,Chapman,None,3:54,34571.0
136,"Sunday, Sep 5",NYY,BAL,7.0,8.0,9.0,Diplan,Heaney,Wells,4:01,33091.0
137,"Monday, Sep 6",NYY,TOR,0.0,8.0,9.0,Ryu,Taillon,None,2:45,31196.0
138,"Tuesday, Sep 7",NYY,TOR,1.0,5.0,9.0,Matz,Cole,None,2:56,30164.0
139,"Wednesday, Sep 8",NYY,TOR,3.0,6.0,9.0,Richards,Holmes,Romano,3:54,25873.0
140,"Thursday, Sep 9",NYY,TOR,4.0,6.0,9.0,Berrios,Romano,None,3:30,30112.0
144,"Monday, Sep 13",NYY,MIN,6.0,5.0,10.0,Holmes,Garza,None,3:31,31528.0
148,"Friday, Sep 17",NYY,CLE,8.0,0.0,9.0,Kluber,Plesac,None,2:50,31403.0
149,"Saturday, Sep 18",NYY,CLE,3.0,11.0,9.0,Civale,Gil,None,3:26,39088.0
150,"Sunday, Sep 19",NYY,CLE,1.0,11.0,9.0,Morgan,Cole,None,3:25,34110.0
151,"Monday, Sep 20",NYY,TEX,4.0,3.0,9.0,Green,Alexy,Chapman,3:21,22160.0
152,"Tuesday, Sep 21",NYY,TEX,7.0,1.0,9.0,Montgomery,Dunning,None,3:00,23335.0
153,"Wednesday, Sep 22",NYY,TEX,7.0,3.0,9.0,Green,Patton,None,3:21,25170.0
160,"Friday, Oct 1",NYY,TBR,,,,,,,,
161,"Saturday, Oct 2",NYY,TBR,,,,,,,,
162,"Sunday, Oct 3",NYY,TBR,,,,,,,,
1,"Thursday, Apr 1",OAK,HOU,1.0,8.0,9.0,Greinke,Bassitt,None,3:28,10436.0
2,"Friday, Apr 2",OAK,HOU,5.0,9.0,9.0,Abreu,Luzardo,None,3:34,5446.0
3,"Saturday, Apr 3",OAK,HOU,1.0,9.0,9.0,McCullers,Irvin,Raley,3:24,5803.0
4,"Sunday, Apr 4",OAK,HOU,2.0,9.0,9.0,Bielak,Manaea,None,3:15,4504.0
5,"Monday, Apr 5",OAK,LAD,3.0,10.0,9.0,May,Montas,None,3:35,6653.0
6,"Tuesday, Apr 6",OAK,LAD,1.0,5.0,9.0,Kershaw,Bassitt,None,2:45,7672.0
7,"Wednesday, Apr 7",OAK,LAD,4.0,3.0,10.0,Petit,Nelson,None,3:46,8131.0
13,"Thursday, Apr 15",OAK,DET,8.0,4.0,9.0,Manaea,Skubal,None,3:17,3004.0
14,"Friday, Apr 16",OAK,DET,3.0,0.0,9.0,Montas,Urena,Trivino,2:31,4538.0
15,"Saturday, Apr 17",OAK,DET,7.0,0.0,9.0,Irvin,Mize,None,2:49,6931.0
16,"Sunday, Apr 18",OAK,DET,3.0,2.0,9.0,Trivino,Soto,None,2:42,6917.0
17,"Tuesday, Apr 20 (1)",OAK,MIN,7.0,0.0,7.0,Manaea,Shoemaker,None,2:15,
18,"Tuesday, Apr 20 (2)",OAK,MIN,1.0,0.0,7.0,Luzardo,Berrios,Diekman,2:08,3322.0
19,"Wednesday, Apr 21",OAK,MIN,13.0,12.0,10.0,Guerra,Colome,None,4:16,3405.0
27,"Friday, Apr 30",OAK,BAL,2.0,3.0,9.0,Means,Fiers,Valdez,2:40,5777.0
28,"Saturday, May 1",OAK,BAL,4.0,8.0,9.0,Harvey,Luzardo,None,3:10,6469.0
29,"Sunday, May 2",OAK,BAL,7.0,5.0,9.0,Petit,Lakins,Trivino,3:03,5862.0
30,"Monday, May 3",OAK,TOR,5.0,4.0,9.0,Montas,Matz,Diekman,2:45,2944.0
31,"Tuesday, May 4",OAK,TOR,4.0,1.0,9.0,Irvin,Kay,Petit,2:18,2970.0
32,"Wednesday, May 5",OAK,TOR,4.0,9.0,9.0,Romano,Trivino,None,3:04,2893.0
33,"Thursday, May 6",OAK,TOR,4.0,10.0,9.0,Ryu,Fiers,None,3:10,3611.0
34,"Friday, May 7",OAK,TBR,2.0,1.0,9.0,Diekman,Springs,None,2:28,5058.0
35,"Saturday, May 8",OAK,TBR,6.0,3.0,9.0,Montas,Glasnow,Trivino,3:12,7707.0
36,"Sunday, May 9",OAK,TBR,3.0,4.0,9.0,Springs,Irvin,Kittredge,2:40,6911.0
43,"Tuesday, May 18",OAK,HOU,6.0,5.0,9.0,Petit,Abreu,None,3:09,4838.0
44,"Wednesday, May 19",OAK,HOU,1.0,8.0,9.0,Greinke,Montas,None,3:18,3925.0
45,"Thursday, May 20",OAK,HOU,4.0,8.0,9.0,Garcia,Irvin,None,3:26,4562.0
49,"Monday, May 24",OAK,SEA,2.0,4.0,9.0,Kikuchi,Montas,Middleton,3:04,3019.0
50,"Tuesday, May 25",OAK,SEA,3.0,4.0,9.0,Sewald,Irvin,Montero,3:09,2865.0
51,"Wednesday, May 26",OAK,SEA,6.0,3.0,9.0,Kaprielian,Dugger,Diekman,3:01,3571.0
52,"Thursday, May 27",OAK,LAA,5.0,0.0,9.0,Bassitt,Slegers,None,2:59,5487.0
53,"Friday, May 28",OAK,LAA,3.0,1.0,9.0,Petit,Ohtani,Trivino,2:51,8757.0
54,"Saturday, May 29",OAK,LAA,0.0,4.0,9.0,Cobb,Montas,None,2:57,9433.0
55,"Sunday, May 30",OAK,LAA,2.0,4.0,9.0,Suarez,Irvin,Iglesias,3:20,10029.0
62,"Tuesday, Jun 8",OAK,ARI,5.0,2.0,9.0,Bassitt,Duplantier,Trivino,2:44,3695.0
63,"Wednesday, Jun 9",OAK,ARI,4.0,0.0,9.0,Manaea,Peacock,None,2:59,4090.0
64,"Thursday, Jun 10",OAK,KCR,1.0,6.0,9.0,Minor,Montas,None,2:41,3211.0
65,"Friday, Jun 11",OAK,KCR,4.0,3.0,9.0,Trivino,Barlow,None,3:00,6964.0
66,"Saturday, Jun 12",OAK,KCR,11.0,2.0,9.0,Kaprielian,Kowar,None,3:18,7678.0
67,"Sunday, Jun 13",OAK,KCR,6.0,3.0,9.0,Bassitt,Bubic,Trivino,3:08,7060.0
68,"Monday, Jun 14",OAK,LAA,8.0,5.0,9.0,Manaea,Bundy,Trivino,3:23,4102.0
69,"Tuesday, Jun 15",OAK,LAA,6.0,4.0,9.0,Montas,Heaney,Petit,2:54,4942.0
70,"Wednesday, Jun 16",OAK,LAA,8.0,4.0,9.0,Smith,Watson,None,2:56,6228.0
81,"Tuesday, Jun 29",OAK,TEX,4.0,5.0,9.0,Foltynewicz,Kaprielian,Kennedy,2:41,4739.0
82,"Wednesday, Jun 30",OAK,TEX,3.0,1.0,9.0,Bassitt,Allard,Trivino,2:34,4320.0
83,"Thursday, Jul 1",OAK,TEX,3.0,8.0,9.0,King,Manaea,None,2:52,5182.0
84,"Friday, Jul 2",OAK,BOS,2.0,3.0,10.0,Barnes,Trivino,Ottavino,3:04,32304.0
